,url,store,name,price,item_id,description,allergin_info,Form,entry_date,product_format,product_measurement_metric,product_measurement_numeric,bulk_sales_type,bulk_sales_numeric,serving_size_metric,serving_size_numeric
610,https://abbottstore.com/zoneperfect-nutrition-bar-oatmeal-chocolate-chunk-1-41-oz-wrapper-case-of-12-66040p12.html,Abbott,ZonePerfect Nutrition Bar,18.35,66040p12,"MADE FOR TASTE: Our protein bars are packed with delicious flavor and nutrition you need to make the most of your day
 POWER OF PROTEIN: ZonePerfect Nutrition Bars have 10-15g of protein to help you feel fuller longer
 NUTRITION YOU NEED: A good source of up to 19 vitamins & minerals,* including antioxidants for immune support
 FOR YOUR LIFESTYLE: Our go-anywhere high protein snack bars are so good youll want to have one with you all the time
 GREAT TASTE GUARANTEED: If youre not 100% satisfied with a flavor, well give you your money backguaranteed!
ZonePerfect Nutrition Bars offer delicious taste youll love and quality nutrition to help you make the most of every day. Each bar has 10-15g of protein to help keep you feeling fuller longer, and up to 19 vitamins & minerals,* including antioxidants for immune support. Our go-anywhere high protein snack bars are so good, if youre not 100% satisfied with the taste, well give you your money back, guaranteed!
* Except our gluten-free Oatmeal Chocolate Chunk.
 Vitamins C & E and selenium.","Contains egg, milk and soy ingredients. Manufactured in a facility that processes peanuts, tree nuts and wheat.",Nutrition Bar,6/05/2020 14:30,,oz,1.41,,12,Percent,*
358,https://abbottstore.com/similac-pro-advance-infant-formula-with-iron-powder-1-45-lb-container-66081e.html,Abbott,Similac Pro-Advance Infant Formula Powder,33.99,66081e,"Similac Pro-Advance is the first infant formula with 2-FL Human Milk Oligosaccharide*, designed to be closer than ever to breast milk.
 Similac with 2-FL Human Milk Oligosaccharide helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are NON-GMO
 From Birth  12 months; complete nutrition for your babys first year
 Features OptiGRO, an exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk
*Not from human milk
As measured in blood samples in a clinical study
Ingredients not genetically engineered",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,container,lb,1.45,,,mL,1000
334,https://abbottstore.com/similac-pro-sensitive-infant-formula-powder-1-41-lb-container-66084e.html,Abbott,Similac Pro-Sensitive Infant Formula Powder,33.99,66084e,"Similac Pro-Sensitive is the first infant formula for sensitive tummies with 2-FL Human Milk Oligosaccharide* (HMO), an immune nourishing prebiotic previously only found in breast milk.
 Similac with 2-FL Human Milk Oligosaccharide helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants.
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are Non-GMO
 From Birth  12 months; Complete nutrition for your babys first year
 Features OptiGRO, an exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk

*Not from human milk
At significant levels
As measured in blood samples in a clinical study
Ingredients not genetically engineered",Contains milk ingredients.,Powder,6/05/2020 14:30,container,lb,1.41,can,"6, 3",mL,1000
454,https://abbottstore.com/ensure-pre-surgery-clear-nutrition-drink-10-fl-oz-bottle-case-of-4-66437p4.html,Abbott,Ensure Pre-Surgery Clear Carbohydrate Drink,12,66437p4,"DELICIOUS NEW FLAVOR: Strawberry.
TRUSTED BRAND: From #1 doctor recommended brand Ensure
RECOMMENDED AMOUNT OF CARBOHYDRATES: Contains 50 g carbohydrates (primarily maltodextrin) and it is low in osmolality, which allows for drinking up to 2 hours before surgery, and can reduce nausea and vomiting after surgery1
MEETS ENHANCED RECOVERY GUIDELINES: Meets guidelines for pre-surgery use of a clear carbohydrate beverage2,3 per the Enhanced Recovery After Surgery (ERAS)* Society
MEETS GUIDELINES FOR PREOPERATIVE FASTING4: Meets guidelines for use with preoperative fasting4 per the American Society Of Anesthesiologists (ASA)

Ensure Pre-Surgery is specially designed to help reduce insulin resistance after surgery and improve patient outcomes. It is designed to be consumed up to 2 hours before surgery. Use as directed by your physician.
*ERAS is a trademark of the Enhanced Recovery After Surgery Society. This product has not been reviewed or endorsed by the ERAS Society.
American Society of Anesthesiologists is a registered trademark of the American Society of Anesthesiologists (ASA). This product has not been reviewed or endorsed by the ASA.
Studies conducted using formulas containing similar nutrients as Ensure Pre-Surgery. Be sure to follow the nutrition program recommended by your doctor.
References: 1. Ljungqvist O. Best Pract Res Clin Anaesthesiol. 2009;23(4):401-409. 2. Lassen K, et al. Clin Nutr. 2012;31(6):817-830. 3. Gustafson UO, et al. Clin Nutr. 2012;31(6):783-800. 4. American Society of Anesthesiologists Committee. Anesthesiology. 2011;114(3):495-511.",Serving Size: 10 fl oz (296 mL),Liquid,6/05/2020 14:30,bottle,fl oz,10,Case,4,,
321,https://abbottstore.com/similac-pro-advance-infant-formula-powder-30-8-oz-66439e.html,Abbott,Similac Pro-Advance Infant Formula Powder,41.49,66439e,"Similac Pro-Advance is the first infant formula with 2-FL Human Milk Oligosaccharide* (HMO), designed to be closer than ever to breast milk.
 Similac with 2'-FL HMO helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are NON-GMO
 From Birth  12 months; complete nutrition for your babys first year
 Features OptiGRO, an exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk
*Not from human milk
As measured in blood samples in a clinical study
Ingredients not genetically engineered",Contains milk and soy ingredients.,powder,6/05/2020 14:30,can,oz,30.8,can,"4, 2",mL,1000
340,https://abbottstore.com/similac-pro-sensitive-infant-formula-powder.html,Abbott,Similac Pro-Sensitive Infant Formula Powder,41.49,66441e,"Similac Pro-Sensitive is the first infant formula for sensitive tummies with 2'-FL Human Milk Oligosaccharide* (HMO), an immune nourishing prebiotic previously only found in breast milk.
 Similac with 2'-FL HMO helps support babys developing immune system by closing multiple gaps in immune function between formula-fed and breastfed infants
 Unlike other formulas, Similac has 2-FL HMO, a prebiotic that circulates throughout the body
 All ingredients are carefully selected to meet our high standards and are Non-GMO**
 From Birth 12 months; Complete nutrition for your babys first year
 Features OptiGRO, our exclusive blend of DHA, Lutein, and Vitamin E - important ingredients found in breast milk
*Not from human milk
At significant levels
As measured in blood samples in a clinical study
**Ingredients not genetically engineered",Contains milk ingredients.,powder,6/05/2020 14:30,can,oz,29.8,can,"4, 2",mL,1000
550,https://abbottstore.com/pedialyte-advancedcare-plus-berry-frost-1-liter-bottle-66641e.html,Abbott,Pedialyte AdvancedCare Plus,5.99,66641e,"Pedialyte AdvancedCarePlus electrolyte solution has 33% more electrolytes* in every liter to replace more of what youve lost due to dehydration
Has PreActiv Prebiotics to help support digestive health
Pedialyteelectrolyte solutions help prevent mild to moderate dehydration more effectively than common beverages by quickly replenishing fluids, zinc,and electrolytes
From the #1 pediatricianand pharmacist recommendedbrand for hydration
Great for kids and adults

Pedialyte AdvancedCare Plus electrolyte solution is our most advanced way to rehydrate quickly and replace lost fluids and electrolytes to feel better fast. Pedialyte AdvancedCare Plus is an electrolyte drink that offers 33% more electrolytes* and is formulated to replenish more of the electrolytes you may lose due to vomiting, diarrhea, or extreme perspiration caused by excessive heat or prolonged exercise. Pedialyte AdvancedCare Plus also has PreActiv Prebiotics to help promote a healthy digestive system.
*60 mEq sodium electrolytes per liter vs 45 mEq in original Pedialyte.
Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
551,https://abbottstore.com/pedialyte-advancedcare-plus-kiwi-berry-mist-1-liter-bottle-66643e.html,Abbott,Pedialyte AdvancedCare Plus,5.99,66643e,"Pedialyte AdvancedCarePlus electrolyte solution has 33% more electrolytes* in every liter to replace more of what youve lost due to dehydration
Has PreActiv Prebiotics to help support digestive health
Pedialyteelectrolyte solutions help prevent mild to moderate dehydration more effectively than common beverages by quickly replenishing fluids, zinc,and electrolytes
From the #1 pediatricianand pharmacist recommendedbrand for hydration
Great for kids and adults

Pedialyte AdvancedCare Plus electrolyte solution is our most advanced way to rehydrate quickly and replace lost fluids and electrolytes to feel better fast. Pedialyte AdvancedCare Plus is an electrolyte drink that offers 33% more electrolytes* and is formulated to replenish more of the electrolytes you may lose due to vomiting, diarrhea, or extreme perspiration caused by excessive heat or prolonged exercise. Pedialyte AdvancedCare Plus also has PreActiv Prebiotics to help promote a healthy digestive system.
*60 mEq sodium electrolytes per liter vs 45 mEq in original Pedialyte.
Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
549,https://abbottstore.com/pedialyte-advancedcare-plus-chilled-cherry-pomegranate-1-liter-bottle-66645e.html,Abbott,Pedialyte AdvancedCare Plus,5.99,66645e,"Pedialyte AdvancedCarePlus electrolyte solution has 33% more electrolytes* in every liter to replace more of what youve lost due to dehydration
Has PreActiv Prebiotics to help support digestive health
Pedialyteelectrolyte solutions help prevent mild to moderate dehydration more effectively than common beverages by quickly replenishing fluids, zinc,and electrolytes
From the #1 pediatricianand pharmacist recommendedbrand for hydration
Great for kids and adults

Pedialyte AdvancedCare Plus electrolyte solution is our most advanced way to rehydrate quickly and replace lost fluids and electrolytes to feel better fast. Pedialyte AdvancedCare Plus is an electrolyte drink that offers 33% more electrolytes* and is formulated to replenish more of the electrolytes you may lose due to vomiting, diarrhea, or extreme perspiration caused by excessive heat or prolonged exercise. Pedialyte AdvancedCare Plus also has PreActiv Prebiotics to help promote a healthy digestive system.
*60 mEq sodium electrolytes per liter vs 45 mEq in original Pedialyte.
Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
548,https://abbottstore.com/pedialyte-advancedcare-plus-iced-grape-1-liter-bottle-66855e.html,Abbott,Pedialyte AdvancedCare Plus,5.99,66855e,"Pedialyte AdvancedCarePlus electrolyte solution has 33% more electrolytes* in every liter to replace more of what youve lost due to dehydration
Has PreActiv Prebiotics to help support digestive health
Pedialyteelectrolyte solutions help prevent mild to moderate dehydration more effectively than common beverages by quickly replenishing fluids, zinc,and electrolytes
From the #1 pediatricianand pharmacist recommendedbrand for hydration
Great for kids and adults

Pedialyte AdvancedCare Plus electrolyte solution is our most advanced way to rehydrate quickly and replace lost fluids and electrolytes to feel better fast. Pedialyte AdvancedCare Plus is an electrolyte drink that offers 33% more electrolytes* and is formulated to replenish more of the electrolytes you may lose due to vomiting, diarrhea, or extreme perspiration caused by excessive heat or prolonged exercise. Pedialyte AdvancedCare Plus also has PreActiv Prebiotics to help promote a healthy digestive system.
*60 mEq sodium electrolytes per liter vs 45 mEq in original Pedialyte.
Among pediatricians and pharmacists surveyed, respectively (2019). Data on file withmanufacturer.",Contains milk ingredients.,Liquid,6/05/2020 14:30,,,,,,Not,*
323,https://abbottstore.com/similac-neosure-infant-formula-powder-22-8-oz-can-66923e.html,Abbott,Similac NeoSure Infant Formula Powder,33.5,66923e,"A 22 Cal/fl oz, nutrient-enriched* formula for babies who were born prematurely. Similac NeoSure is clinically shown to promote excellent catch-up growth during the first year.1

Has increased protein, vitamins, and minerals compared to term infant formula
Has increased calories for growth
Calcium and phosphorus for babys growing bones
Features OptiGRO, our exclusive blend of important ingredients found in breast milk: DHA, Lutein, and Vitamin E
Easy-to-digest, milk-based formula

* Increased protein, vitamins, and minerals compared to term infant formula.
1 Carver JD, et al. Pediatrics. 2001;107:683-689.",Contains milk and soy ingredients.,Powder,6/05/2020 14:30,can,oz,22.8,,,mL,1000
